applicant_id,first_name,last_name,email,phone,age,city,employment_status,annual_income,acquisition_channel,registration_date
449,Carolyn,Torres,carolyn.torres606@yahoo.com,0794697764,32,Abuja,self_employed,84964,social_media,2023-10-16 13:33:00
450,Eric,Bell,eric.bell233@yahoo.com,0769305486,55,New York,employed,15012,paid_search,2023-07-31 08:09:00
451,Karen,Hall,karen.hall481@yahoo.com,0776025948,39,Abuja,unemployed,13073,direct,2023-09-02 09:00:00
452,Jerry,Robinson,jerry.robinson562@gmail.com,0765262252,21,Johannesburg,employed,111615,email_campaign,2023-08-12 12:15:00
453,Stephen,Lewis,stephen.lewis82@gmail.com,0742153442,37,Chicago,employed,99994,referral,2023-11-10 22:43:00
454,Jeffrey,Evans,jeffrey.evans874@gmail.com,0728337367,33,Phoenix,employed,106812,paid_search,2023-11-23 14:39:00
455,Raymond,Harris,raymond.harris20@gmail.com,0781802559,41,Nairobi,employed,72464,organic_search,2023-02-22 09:17:00
456,Ashley,Lopez,ashley.lopez16@gmail.com,0755890766,30,Accra,self_employed,19159,paid_search,2023-09-13 11:29:00
457,David,Jackson,david.jackson273@yahoo.com,0719581091,24,Johannesburg,student,13389,referral,2023-04-03 06:57:00
458,Mary,Thomas,mary.thomas395@yahoo.com,0769453211,36,New York,self_employed,27315,organic_search,2023-01-18 06:29:00
459,Debra,Clark,debra.clark399@yahoo.com,0751890609,51,New York,employed,87034,direct,2023-03-23 20:46:00
460,Sarah,Allen,sarah.allen654@gmail.com,0758375646,51,Accra,employed,71906,email_campaign,2023-12-08 06:07:00
461,Mary,Perez,mary.perez599@gmail.com,0742626898,38,Phoenix,self_employed,105230,organic_search,2023-01-22 18:50:00
462,Lisa,Mitchell,lisa.mitchell255@gmail.com,0722267708,26,Eldoret,employed,99485,social_media,2023-06-23 20:03:00
463,Carolyn,Ward,carolyn.ward129@gmail.com,0752512063,27,Malindi,student,12012,direct,2023-11-27 11:51:00
464,John,Long,john.long367@yahoo.com,0743647879,45,Manchester,self_employed,86137,email_campaign,2023-09-06 22:28:00
465,George,Ramirez,george.ramirez557@gmail.com,0772866875,32,London,employed,35319,organic_search,2023-11-03 17:10:00
466,Donna,King,donna.king376@gmail.com,0795634408,55,Phoenix,student,12714,referral,2023-04-05 00:39:00
467,Timothy,Adams,timothy.adams675@yahoo.com,0762008140,25,Abuja,self_employed,95352,organic_search,2023-12-16 15:49:00
468,Carol,Evans,carol.evans330@gmail.com,0780222787,62,Nakuru,student,3310,referral,2023-01-23 04:11:00
469,Raymond,Harris,raymond.harris33@yahoo.com,0762156850,27,Cairo,self_employed,21433,referral,2023-09-27 19:44:00
470,Ronald,Sanders,ronald.sanders14@yahoo.com,0738016352,25,Chicago,self_employed,62307,referral,2023-02-10 14:51:00
471,Maria,Collins,maria.collins814@yahoo.com,0792803389,44,Malindi,student,1276,organic_search,2023-01-21 23:04:00
472,Frank,Gonzalez,frank.gonzalez743@gmail.com,0761718263,27,Chicago,self_employed,38448,organic_search,2023-09-27 21:15:00
473,Maria,Gray,maria.gray765@gmail.com,0795714702,47,Thika,self_employed,28644,referral,2023-12-12 14:44:00
474,Betty,Peterson,betty.peterson517@gmail.com,0731230084,46,Chicago,employed,56307,referral,2023-11-04 14:59:00
475,Carol,Mitchell,carol.mitchell783@yahoo.com,0753412847,47,Lagos,employed,87120,referral,2023-10-16 17:13:00
476,Jonathan,Rogers,jonathan.rogers983@gmail.com,0714652375,49,Nairobi,employed,54562,direct,2023-11-02 00:33:00
477,Jacob,Lewis,jacob.lewis877@gmail.com,0747038339,34,Nakuru,student,2534,email_campaign,2023-09-19 17:36:00
478,Robert,Reed,robert.reed160@gmail.com,0759269031,43,Houston,unemployed,1505,email_campaign,2023-05-08 07:16:00
479,Rebecca,Ramirez,rebecca.ramirez752@gmail.com,0753579429,34,Houston,student,11515,social_media,2023-03-30 15:52:00
480,Richard,Kelly,richard.kelly308@gmail.com,0787347488,62,Cape Town,student,7115,paid_search,2023-01-29 10:22:00
481,Sarah,Robinson,sarah.robinson870@yahoo.com,0711534696,62,Accra,employed,20397,referral,2023-11-20 12:03:00
482,Brenda,Ramirez,brenda.ramirez335@yahoo.com,0739634895,30,Phoenix,retired,113676,organic_search,2023-12-11 23:25:00
483,Emma,Cooper,emma.cooper228@gmail.com,0762925057,26,Chicago,self_employed,21463,organic_search,2023-06-22 02:30:00
484,Rebecca,King,rebecca.king409@yahoo.com,0727498659,26,Houston,employed,100491,social_media,2023-09-04 17:12:00
485,Margaret,Gray,margaret.gray754@yahoo.com,0742522981,60,Nakuru,student,1467,organic_search,2023-08-09 10:43:00
486,Debra,Evans,debra.evans375@gmail.com,0753048774,48,Phoenix,employed,60838,paid_search,2023-12-02 00:49:00
487,Brandon,Bennett,brandon.bennett452@gmail.com,0741338443,30,Nakuru,self_employed,26247,organic_search,2023-07-11 04:48:00
488,Peter,Miller,peter.miller972@yahoo.com,0729820881,36,Abuja,self_employed,29585,email_campaign,2023-05-28 00:21:00
489,Cynthia,Morgan,cynthia.morgan340@gmail.com,0782209870,22,Phoenix,employed,78311,organic_search,2023-10-07 16:48:00
490,Catherine,Jackson,catherine.jackson716@yahoo.com,0760547291,65,Abuja,employed,22878,referral,2023-12-06 16:02:00
491,Margaret,Bennett,margaret.bennett55@gmail.com,0711118594,38,Cairo,student,10815,organic_search,2023-12-05 08:42:00
492,Jessica,Williams,jessica.williams889@yahoo.com,0761878269,39,Manchester,employed,56347,organic_search,2023-07-14 16:45:00
493,Jerry,Ward,jerry.ward191@gmail.com,0771469875,26,Abuja,employed,84391,referral,2023-12-31 00:02:00
494,Nicholas,Murphy,nicholas.murphy763@gmail.com,0756544010,46,Lagos,employed,80700,social_media,2023-07-01 20:19:00
495,Linda,Wood,linda.wood900@gmail.com,0713954845,37,Eldoret,employed,66491,direct,2023-05-24 07:09:00
496,Susan,Carter,susan.carter984@yahoo.com,0793956490,54,Phoenix,employed,55944,social_media,2023-08-02 07:36:00
497,Nicholas,Rogers,nicholas.rogers135@gmail.com,0728599426,55,New York,employed,105247,referral,2023-12-17 06:55:00
498,Karen,Sanchez,karen.sanchez672@yahoo.com,0731212832,30,Eldoret,employed,56628,paid_search,2023-10-13 17:46:00
499,Catherine,Brown,catherine.brown902@yahoo.com,0765197277,41,Nakuru,employed,39632,paid_search,2023-11-23 23:17:00
500,Thomas,White,thomas.white781@yahoo.com,0792805158,22,Nairobi,self_employed,45266,organic_search,2023-10-18 19:14:00
